Date,isMainSleep,logId,efficiency,startTime,duration,minutesToFallAsleep,minutesAsleep,minutesAwake,minutesAfterWakeup,awakeningsCount,awakeCount,awakeDuration,restlessCount,restlessDuration,timeInBed,minuteDataDateTime,minuteDataValue
6/17/2015,TRUE,498,75,8:05 AM,8881,64,300,601,42,0,104,7,109,77,862,8:51 AM,182
6/18/2015,FALSE,499,14,11:28 AM,7642,70,56,590,81,0,74,20,36,29,93,9:44 AM,613
6/19/2015,FALSE,500,34,5:42 AM,5164,107,1021,887,83,0,120,95,114,9,366,4:30 AM,937
6/20/2015,FALSE,501,36,5:13 PM,6011,36,788,1155,49,0,43,10,101,74,499,3:24 PM,989
6/21/2015,FALSE,502,27,5:00 PM,8332,75,943,310,81,0,94,72,33,47,964,6:33 PM,812
6/22/2015,FALSE,503,36,9:17 AM,2574,68,617,962,109,0,61,111,43,53,560,3:50 AM,208
6/23/2015,FALSE,504,45,3:39 PM,9355,111,362,1027,45,0,3,49,22,84,249,11:56 AM,173
6/24/2015,FALSE,505,38,5:48 PM,8502,31,122,707,66,0,45,24,115,31,867,2:59 PM,85
6/25/2015,FALSE,506,13,8:09 AM,9465,114,733,1055,34,0,120,56,37,69,355,2:41 PM,516
6/26/2015,FALSE,507,62,3:30 PM,8294,84,502,842,86,0,2,100,53,88,1086,1:31 AM,1150
6/27/2015,FALSE,508,52,11:43 PM,6463,110,1066,366,94,0,4,8,95,107,259,3:25 AM,1092
6/28/2015,FALSE,509,32,3:34 PM,5504,12,560,612,73,0,92,69,56,40,309,10:30 PM,434
6/29/2015,TRUE,510,71,12:22 AM,6368,87,1096,940,14,0,59,70,46,94,716,2:38 AM,1094
6/30/2015,FALSE,511,93,12:03 PM,1014,59,832,504,46,0,108,117,3,117,821,7:36 AM,654
7/1/2015,TRUE,512,73,10:31 PM,2764,29,861,5,71,0,39,57,109,87,202,1:35 PM,95
7/2/2015,TRUE,513,82,12:09 PM,7487,2,902,312,71,0,83,107,118,77,1093,2:14 PM,210
7/3/2015,FALSE,514,90,5:11 PM,2578,8,1007,72,119,0,66,88,1,44,565,4:46 AM,543
7/4/2015,FALSE,515,50,4:19 PM,6671,20,371,446,58,0,105,51,71,99,464,10:39 AM,331
7/5/2015,TRUE,516,11,1:46 PM,8653,109,170,264,37,0,65,79,9,112,543,2:45 AM,662
7/6/2015,FALSE,517,34,4:42 AM,7099,90,1199,445,58,0,91,39,96,60,988,2:58 PM,237
7/7/2015,FALSE,518,23,12:20 AM,1325,27,364,1002,114,0,103,29,44,81,1042,8:19 AM,296
7/8/2015,FALSE,519,37,12:43 AM,2356,29,83,971,50,0,79,120,116,101,612,10:46 PM,1005
7/9/2015,FALSE,520,77,1:29 AM,244,6,401,562,73,0,80,54,19,49,681,2:27 PM,1171
7/10/2015,TRUE,521,37,3:22 AM,3730,12,650,172,54,0,120,84,108,96,804,11:44 AM,1106
7/11/2015,FALSE,522,72,12:40 PM,8420,2,2,246,64,0,40,31,9,68,47,6:32 PM,529
7/12/2015,TRUE,523,79,6:07 PM,2506,15,341,238,86,0,60,20,113,3,1194,7:40 PM,956
7/13/2015,TRUE,524,18,1:41 PM,8895,47,614,1114,88,0,118,67,85,58,1126,12:14 AM,1117
7/14/2015,TRUE,525,26,1:27 PM,2001,56,125,1087,44,0,94,32,109,27,1011,1:47 AM,403
7/15/2015,TRUE,526,82,2:01 PM,1399,96,369,1162,39,0,36,12,103,42,1073,12:37 AM,575
7/16/2015,FALSE,527,38,2:45 PM,322,91,632,1198,45,0,0,93,30,80,671,11:53 PM,147
7/17/2015,FALSE,528,87,4:41 AM,4721,46,678,359,19,0,21,54,110,80,548,7:29 PM,153
7/18/2015,TRUE,529,99,8:07 PM,4791,114,1124,696,83,0,5,120,85,53,1155,4:01 AM,1031
7/19/2015,FALSE,530,34,12:40 PM,2572,72,293,840,22,0,77,35,100,1,33,8:51 AM,727
7/20/2015,TRUE,531,66,1:14 PM,9206,60,742,602,102,0,1,87,42,104,235,1:33 PM,965
7/21/2015,TRUE,532,80,9:53 PM,7380,48,923,510,36,0,24,89,38,21,1079,6:22 PM,712
7/22/2015,TRUE,533,29,11:09 AM,5121,11,993,918,22,0,1,87,36,61,943,4:13 PM,765
7/23/2015,TRUE,534,51,7:57 AM,5931,93,921,744,91,0,10,48,23,71,824,7:20 PM,597
7/24/2015,FALSE,535,58,5:19 AM,8826,15,554,1172,36,0,47,115,98,34,626,8:43 AM,105
7/25/2015,FALSE,536,56,7:34 AM,2232,37,427,214,91,0,47,59,1,46,833,7:13 AM,1084
7/26/2015,FALSE,537,71,9:49 AM,8535,119,417,863,120,0,119,3,67,55,943,5:21 AM,148
7/27/2015,FALSE,538,52,6:11 PM,6692,1,77,1108,67,0,75,96,9,83,654,4:25 AM,272
7/28/2015,FALSE,539,81,4:12 AM,8667,114,238,1090,119,0,19,53,47,6,737,6:02 AM,1101
7/29/2015,TRUE,540,90,12:58 AM,7917,24,892,304,109,0,95,19,98,67,361,10:32 PM,1016
7/30/2015,FALSE,541,63,5:36 AM,6819,113,171,40,118,0,21,27,17,42,954,7:49 PM,961
7/31/2015,FALSE,542,77,8:07 PM,6993,107,438,840,103,0,96,118,72,59,176,6:59 AM,461
8/1/2015,TRUE,543,69,7:18 AM,7063,40,974,293,18,0,96,21,6,106,495,4:06 PM,1079
8/2/2015,TRUE,544,95,4:09 AM,5020,103,211,312,54,0,4,38,48,50,677,7:52 PM,920
8/3/2015,TRUE,545,89,3:54 AM,7102,110,251,0,77,0,0,71,24,78,890,8:37 PM,1064
8/4/2015,TRUE,546,61,8:45 PM,1612,112,95,565,46,0,59,66,70,78,95,10:57 AM,782
8/5/2015,FALSE,547,76,6:04 AM,8219,91,406,846,56,0,55,59,91,105,1010,3:07 AM,269
8/6/2015,FALSE,548,35,4:27 PM,344,73,1024,741,46,0,51,98,109,119,707,12:29 AM,1185
8/7/2015,TRUE,549,43,6:51 PM,5500,86,1064,800,113,0,77,27,39,49,222,2:35 PM,683
8/8/2015,FALSE,550,55,7:50 AM,3141,88,714,968,63,0,45,101,92,94,296,6:14 PM,133
8/9/2015,FALSE,551,85,1:45 AM,8794,22,208,298,63,0,8,82,22,34,994,2:07 AM,1129
8/10/2015,FALSE,552,81,11:12 PM,2461,15,253,1163,35,0,32,67,40,75,823,7:49 PM,788
8/11/2015,FALSE,553,60,11:23 PM,6687,106,375,447,108,0,10,12,69,85,92,2:41 AM,486
8/12/2015,TRUE,554,40,1:01 AM,919,100,625,405,16,0,37,45,59,109,415,2:35 AM,485
8/13/2015,FALSE,555,90,10:15 PM,9956,83,440,68,24,0,3,40,112,9,80,8:19 AM,674
8/14/2015,FALSE,556,65,4:04 PM,3282,112,204,148,18,0,21,32,40,107,1090,8:34 AM,474
8/15/2015,FALSE,557,33,3:19 PM,3736,13,177,585,17,0,6,91,63,97,1122,1:38 PM,266
8/16/2015,TRUE,558,78,6:40 PM,5011,31,846,1196,16,0,95,92,7,86,6,7:58 AM,219
8/17/2015,FALSE,559,23,4:35 AM,3892,26,650,250,39,0,77,24,54,68,246,3:48 PM,185
8/18/2015,FALSE,560,66,4:33 PM,8652,8,438,43,117,0,42,77,53,118,290,3:05 PM,243
8/19/2015,FALSE,561,45,6:41 AM,9521,98,670,648,102,0,36,63,22,84,289,7:03 AM,739
8/20/2015,TRUE,562,92,2:11 PM,377,2,1046,711,95,0,60,24,85,48,1067,9:51 AM,706
8/21/2015,TRUE,563,2,3:48 AM,8868,78,674,821,28,0,71,105,22,17,82,6:10 AM,255
8/22/2015,TRUE,564,5,6:06 AM,1025,71,271,350,34,0,4,37,20,11,191,10:18 AM,749
8/23/2015,FALSE,565,36,6:18 PM,2964,105,216,543,48,0,99,25,97,110,71,9:11 PM,1016
8/24/2015,TRUE,566,94,1:56 PM,5726,101,11,802,84,0,63,48,75,16,1155,9:44 PM,16
8/25/2015,FALSE,567,44,3:36 PM,2544,44,439,1068,119,0,60,3,5,32,1178,1:52 AM,1133
8/26/2015,FALSE,568,36,9:03 AM,537,27,217,138,77,0,83,87,79,18,340,7:21 PM,697
8/27/2015,FALSE,569,12,8:18 AM,7419,4,123,588,84,0,98,60,109,86,650,11:17 AM,734
8/28/2015,FALSE,570,92,5:28 AM,8625,44,392,695,4,0,34,63,100,95,939,9:29 PM,297
8/29/2015,FALSE,571,100,9:17 PM,7925,120,708,647,73,0,67,51,21,22,184,11:49 AM,463
8/30/2015,FALSE,572,80,3:31 PM,6332,4,254,1007,44,0,45,97,62,10,975,9:17 PM,1142
8/31/2015,FALSE,573,68,3:12 AM,4257,43,485,746,15,0,79,106,7,16,762,10:16 PM,215
9/1/2015,TRUE,574,7,2:41 PM,711,64,504,49,67,0,67,68,115,22,1159,6:48 PM,459
9/2/2015,TRUE,575,52,7:08 PM,9828,7,174,250,37,0,4,61,92,19,383,1:04 AM,172
9/3/2015,FALSE,576,74,2:16 AM,8458,89,1111,235,118,0,120,34,67,55,767,1:45 AM,246
9/4/2015,FALSE,577,70,2:05 AM,7518,119,108,172,115,0,12,8,53,56,519,4:58 AM,207
9/5/2015,FALSE,578,70,2:12 PM,8833,13,410,803,9,0,41,39,89,6,909,5:23 PM,1126
9/6/2015,TRUE,579,50,8:05 PM,479,96,81,773,112,0,84,80,120,22,111,9:21 AM,996
9/7/2015,FALSE,580,93,3:43 AM,2503,68,625,26,26,0,88,87,17,4,918,4:19 AM,864
9/8/2015,FALSE,581,48,9:49 PM,9478,25,34,891,89,0,92,102,16,102,970,6:54 PM,696
9/9/2015,TRUE,582,21,8:04 AM,7232,24,821,327,45,0,115,26,6,97,430,12:45 PM,391
9/10/2015,FALSE,583,36,7:07 AM,8565,19,946,606,101,0,9,94,7,38,545,5:56 PM,968
9/11/2015,FALSE,584,62,7:14 PM,6564,16,241,26,106,0,97,34,21,51,524,1:20 AM,867
9/12/2015,TRUE,585,3,3:15 AM,8052,107,452,922,107,0,11,95,106,68,798,3:45 AM,19
9/13/2015,TRUE,586,53,3:21 AM,2450,87,91,402,113,0,58,48,43,16,237,9:24 PM,498
9/14/2015,TRUE,587,5,11:21 PM,5557,31,1042,616,47,0,20,98,75,103,895,9:59 PM,582
9/15/2015,TRUE,588,65,4:07 PM,9975,54,545,201,31,0,72,102,114,20,589,2:57 PM,558
9/16/2015,FALSE,589,59,7:45 PM,779,115,322,1087,41,0,47,104,20,85,633,6:46 AM,733
9/17/2015,FALSE,590,77,9:27 AM,1070,110,1043,811,25,0,78,108,56,2,76,9:31 PM,726
9/18/2015,FALSE,591,39,10:59 AM,508,81,935,301,9,0,50,101,88,17,982,8:37 PM,399
9/19/2015,FALSE,592,8,2:27 AM,5746,56,793,848,63,0,25,33,64,79,414,2:12 AM,618
9/20/2015,FALSE,593,88,11:54 PM,4743,92,785,615,52,0,75,77,76,102,127,6:03 AM,341
9/21/2015,TRUE,594,38,2:38 AM,3055,115,863,541,58,0,26,32,2,93,1187,9:34 PM,316
9/22/2015,FALSE,595,96,10:31 PM,5115,22,23,978,5,0,83,74,49,13,26,8:40 PM,1097
9/23/2015,TRUE,596,37,10:15 AM,9710,50,1099,1177,111,0,119,54,48,91,671,4:59 AM,794
9/24/2015,FALSE,597,89,7:28 PM,7579,64,494,49,109,0,116,1,50,15,444,12:29 AM,77
9/25/2015,FALSE,598,90,6:21 PM,4295,49,756,719,67,0,47,6,34,101,533,5:33 PM,1122
9/26/2015,FALSE,599,38,12:48 PM,4793,2,257,876,66,0,65,74,63,116,380,4:06 AM,1029
9/27/2015,FALSE,600,84,10:34 PM,787,113,881,721,103,0,26,81,57,110,879,5:41 AM,1123
9/28/2015,FALSE,601,46,7:44 PM,8015,92,649,803,84,0,110,32,23,109,140,8:30 AM,1144
9/29/2015,TRUE,602,66,12:09 AM,2434,38,264,461,25,0,32,28,104,60,113,9:19 AM,1043
9/30/2015,TRUE,603,69,9:38 PM,8458,112,592,626,33,0,16,22,110,73,547,2:56 AM,805
10/1/2015,FALSE,604,61,7:39 PM,3394,107,899,23,119,0,110,108,114,89,28,1:47 AM,770
10/2/2015,FALSE,605,86,4:36 AM,6720,97,870,1077,85,0,22,52,1,13,1144,8:15 AM,1055
10/3/2015,TRUE,606,58,4:36 PM,9111,66,804,46,101,0,69,34,87,105,281,9:13 AM,1160
10/4/2015,TRUE,607,41,6:59 AM,3415,75,928,824,68,0,46,0,58,39,635,11:12 PM,661
10/5/2015,FALSE,608,96,12:55 AM,4515,93,90,771,61,0,88,107,80,62,558,12:06 PM,980
10/6/2015,FALSE,609,55,6:33 AM,6627,26,489,453,45,0,39,80,93,18,177,10:38 AM,260
10/7/2015,TRUE,610,24,5:46 AM,7552,8,738,569,7,0,9,37,67,56,263,7:04 PM,953
10/8/2015,FALSE,611,50,3:45 PM,9719,25,334,407,41,0,104,68,102,80,371,9:51 PM,833
10/9/2015,FALSE,612,66,4:27 PM,6652,89,1011,1072,111,0,44,101,25,71,633,6:07 PM,1100
10/10/2015,FALSE,613,56,3:33 PM,3327,65,786,276,83,0,51,64,98,73,267,8:27 PM,1041
10/11/2015,TRUE,614,57,12:36 AM,9688,119,1087,119,4,0,85,93,28,65,3,11:12 PM,6
10/12/2015,TRUE,615,11,1:11 PM,5952,117,566,651,99,0,34,4,7,69,574,12:57 AM,170
10/13/2015,FALSE,616,79,12:42 AM,5103,51,110,1011,39,0,24,54,108,45,808,7:56 AM,1091
10/14/2015,TRUE,617,39,12:12 AM,3532,13,600,696,16,0,63,102,99,75,778,9:42 AM,494
10/15/2015,FALSE,618,75,4:52 AM,7409,34,925,765,115,0,69,17,47,21,823,3:33 AM,594
10/16/2015,FALSE,619,7,4:53 AM,8592,71,405,426,113,0,39,2,74,38,91,4:50 PM,257
10/17/2015,FALSE,620,46,6:37 PM,8592,27,920,358,61,0,118,56,44,66,97,10:05 AM,884
10/18/2015,FALSE,621,19,9:54 PM,1145,45,951,927,82,0,69,96,78,108,514,7:49 AM,1056
10/19/2015,FALSE,622,17,1:47 AM,4361,23,1073,919,49,0,118,103,41,66,677,8:24 PM,313
10/20/2015,FALSE,623,45,8:54 AM,5559,18,108,881,75,0,68,60,101,68,419,11:57 PM,214
10/21/2015,FALSE,624,75,11:29 PM,6127,4,981,1031,47,0,84,72,5,13,697,3:15 PM,1094
10/22/2015,FALSE,625,97,2:57 AM,9766,66,38,820,100,0,75,109,115,102,472,7:27 PM,492
10/23/2015,FALSE,626,96,12:05 AM,4393,37,14,595,104,0,40,76,66,56,776,2:46 AM,1089
10/24/2015,TRUE,627,53,4:34 AM,7251,98,1139,992,100,0,25,83,34,69,684,8:15 PM,1067
10/25/2015,TRUE,628,64,3:24 AM,4558,14,101,471,73,0,17,71,60,94,382,5:35 PM,361
10/26/2015,TRUE,629,52,6:47 PM,8614,19,599,32,29,0,6,74,73,9,243,10:28 PM,18
10/27/2015,TRUE,630,24,5:51 PM,2989,29,4,1028,68,0,92,2,12,74,51,8:03 PM,1143
10/28/2015,FALSE,631,57,7:01 PM,8504,32,4,188,42,0,117,119,103,75,482,12:39 PM,585
10/29/2015,TRUE,632,22,3:31 PM,9245,64,487,731,20,0,43,75,97,39,443,4:15 AM,753
10/30/2015,TRUE,633,79,4:06 PM,8050,59,624,463,81,0,1,6,97,78,1087,9:32 PM,51
10/31/2015,FALSE,634,52,8:33 AM,9406,45,1151,361,58,0,114,100,63,93,960,3:07 AM,1114
11/1/2015,FALSE,635,94,4:41 PM,867,98,836,1039,107,0,55,119,2,39,638,11:25 AM,782
11/2/2015,FALSE,636,41,7:36 PM,6592,103,808,1046,74,0,27,83,96,27,181,4:48 AM,360
11/3/2015,FALSE,637,46,9:26 AM,7057,46,793,34,10,0,68,92,50,19,172,4:37 AM,698
11/4/2015,TRUE,638,9,2:06 AM,6487,97,835,951,18,0,8,101,28,27,328,1:52 PM,632
11/5/2015,TRUE,639,31,1:53 PM,806,21,462,724,57,0,45,106,100,120,636,12:08 PM,888
11/6/2015,TRUE,640,93,7:16 AM,6061,49,999,774,47,0,63,116,119,38,708,7:07 AM,684
11/7/2015,TRUE,641,72,11:34 PM,3472,30,254,302,27,0,26,46,108,34,54,1:01 PM,308
11/8/2015,TRUE,642,39,4:44 AM,9888,44,799,154,91,0,2,32,43,111,303,12:16 AM,571
11/9/2015,FALSE,643,89,1:18 PM,5620,50,1140,819,77,0,83,83,54,56,1041,9:00 AM,353
11/10/2015,TRUE,644,68,5:58 AM,390,38,395,1016,69,0,43,0,64,34,653,11:22 AM,19
11/11/2015,TRUE,645,22,8:14 PM,596,105,1125,1013,111,0,4,34,13,24,565,12:25 AM,288
11/12/2015,FALSE,646,43,2:30 PM,5363,89,588,1013,44,0,44,58,60,65,856,11:21 AM,167
11/13/2015,FALSE,647,66,9:55 PM,5348,12,801,40,114,0,26,67,25,56,586,2:15 AM,166
11/14/2015,TRUE,648,90,7:54 AM,2578,24,458,1035,104,0,6,100,90,78,1189,11:26 AM,649
11/15/2015,FALSE,649,54,7:05 PM,4695,70,211,366,78,0,60,90,103,6,53,5:27 AM,246
11/16/2015,FALSE,650,93,8:26 AM,8980,60,937,283,62,0,49,94,107,5,1032,2:11 PM,626
11/17/2015,TRUE,651,83,11:11 PM,1819,40,982,1099,54,0,91,79,113,65,255,6:02 AM,678
11/18/2015,FALSE,652,48,6:08 PM,1054,16,269,419,106,0,99,94,85,99,1154,11:41 AM,951
11/19/2015,FALSE,653,41,5:36 PM,6952,56,13,710,25,0,10,105,42,86,828,2:15 PM,980
11/20/2015,TRUE,654,57,10:23 AM,6645,111,560,151,110,0,98,77,63,16,222,6:06 PM,1051
11/21/2015,TRUE,655,67,2:57 PM,6586,42,542,439,16,0,39,69,75,42,308,4:40 AM,848
11/22/2015,TRUE,656,89,11:58 PM,7848,33,39,84,65,0,95,36,25,62,1035,1:13 AM,913
11/23/2015,TRUE,657,76,4:48 PM,661,57,32,525,56,0,19,20,61,68,231,9:07 PM,749
11/24/2015,FALSE,658,80,7:28 AM,799,99,733,989,87,0,93,111,17,90,574,10:50 AM,366
11/25/2015,FALSE,659,31,11:20 AM,6188,86,1197,804,52,0,14,42,112,86,72,11:15 PM,495
11/26/2015,FALSE,660,66,8:15 PM,4819,21,1029,285,1,0,71,108,27,20,669,8:11 PM,873
11/27/2015,FALSE,661,47,11:48 AM,9189,13,588,413,9,0,100,29,27,15,376,1:33 AM,192
11/28/2015,TRUE,662,71,9:49 PM,6206,25,767,258,78,0,81,115,65,45,1038,5:46 AM,400
11/29/2015,TRUE,663,16,1:32 AM,8912,118,1088,1044,92,0,74,14,86,112,472,11:19 PM,761
11/30/2015,FALSE,664,59,8:42 PM,299,26,166,144,42,0,78,97,20,41,840,8:53 PM,581
12/1/2015,FALSE,665,24,8:01 PM,905,93,558,904,32,0,41,29,26,44,23,10:36 PM,1090
12/2/2015,FALSE,666,5,2:13 AM,6701,77,813,677,19,0,39,1,103,1,807,7:27 AM,976
12/3/2015,FALSE,667,11,11:35 AM,3834,77,272,412,107,0,43,97,46,51,978,11:37 PM,868
12/4/2015,FALSE,668,95,7:29 PM,7970,94,275,953,116,0,41,92,53,75,474,7:50 AM,639
12/5/2015,FALSE,669,61,8:53 PM,8417,79,808,237,110,0,40,89,65,10,412,10:29 PM,95
12/6/2015,TRUE,670,88,2:41 AM,1945,69,573,443,33,0,73,36,39,105,988,6:12 AM,23
12/7/2015,TRUE,671,92,1:51 PM,908,3,8,629,93,0,116,108,36,89,1102,9:14 AM,593
12/8/2015,FALSE,672,96,12:53 PM,4762,76,779,821,116,0,78,72,106,51,567,1:56 PM,399
12/9/2015,FALSE,673,11,1:17 PM,494,30,1017,902,95,0,52,81,53,63,278,4:10 AM,516
12/10/2015,FALSE,674,99,11:07 AM,388,38,399,315,39,0,23,118,94,26,287,2:31 AM,790
12/11/2015,TRUE,675,35,9:06 PM,5284,23,766,393,15,0,100,117,36,116,886,2:42 PM,1161
12/12/2015,FALSE,676,86,9:29 PM,5597,108,201,625,34,0,14,7,118,118,919,8:32 AM,1048
12/13/2015,TRUE,677,64,3:04 AM,7487,120,980,82,57,0,27,61,89,21,85,3:11 PM,664
12/14/2015,FALSE,678,95,7:01 AM,7017,76,924,986,80,0,76,19,34,34,966,4:47 AM,1000
12/15/2015,TRUE,679,5,10:29 PM,9758,45,988,755,40,0,105,46,103,64,355,3:16 AM,871
12/16/2015,FALSE,680,61,10:12 AM,4910,59,1103,475,7,0,19,48,4,99,432,4:52 PM,862
12/17/2015,FALSE,681,61,8:16 AM,7791,44,20,808,79,0,27,70,101,64,854,4:27 PM,969
12/18/2015,FALSE,682,75,5:55 AM,5126,115,365,226,22,0,67,62,52,37,799,4:19 PM,127
12/19/2015,FALSE,683,96,3:41 PM,5652,8,855,375,52,0,10,68,98,63,453,12:32 PM,911
12/20/2015,FALSE,684,84,9:51 PM,6412,54,1181,702,32,0,10,67,96,75,357,6:20 PM,367
12/21/2015,TRUE,685,27,10:29 AM,7996,4,1082,897,33,0,70,112,111,73,77,10:14 AM,914
12/22/2015,TRUE,686,56,10:43 PM,628,92,743,386,46,0,86,95,13,96,794,11:56 PM,959
12/23/2015,FALSE,687,19,9:48 AM,22,61,577,493,15,0,75,111,34,65,1199,12:35 AM,658
12/24/2015,TRUE,688,58,5:10 PM,6123,104,992,524,100,0,23,36,88,119,851,9:27 PM,653
12/25/2015,FALSE,689,44,1:17 PM,3380,70,230,606,70,0,83,88,98,112,557,11:04 AM,449
12/26/2015,FALSE,690,44,9:27 PM,3034,80,344,249,48,0,113,25,17,65,989,8:39 PM,1132
12/27/2015,FALSE,691,81,2:54 AM,6394,23,216,716,21,0,82,99,72,71,122,10:53 AM,831
12/28/2015,FALSE,692,99,7:24 PM,88,48,1086,1019,33,0,59,114,52,79,1177,7:04 PM,905
12/29/2015,TRUE,693,18,6:22 AM,1630,89,245,871,24,0,27,39,2,117,1154,7:23 PM,584
12/30/2015,TRUE,694,48,2:24 AM,8067,108,1167,987,112,0,102,111,80,27,389,1:13 AM,86
12/31/2015,TRUE,695,5,5:22 AM,842,104,1003,947,10,0,110,74,31,71,948,6:02 PM,206
1/1/2016,FALSE,696,70,10:21 PM,6800,11,199,246,35,0,25,86,53,23,559,10:39 AM,590
1/2/2016,FALSE,697,26,5:01 AM,9299,30,74,1053,27,0,1,32,23,34,38,7:03 AM,59
1/3/2016,FALSE,698,69,3:56 AM,5126,102,120,835,117,0,19,74,77,116,495,4:52 AM,48
1/4/2016,TRUE,699,45,12:10 AM,2540,7,1190,792,72,0,1,71,92,96,891,12:35 PM,746
1/5/2016,FALSE,700,100,1:22 AM,2340,59,1161,823,22,0,104,70,110,8,55,6:01 AM,77
1/6/2016,TRUE,701,20,8:01 AM,9750,114,561,304,49,0,54,63,80,83,1109,12:59 AM,1000
1/7/2016,FALSE,702,58,10:10 PM,4453,24,957,543,23,0,109,43,56,99,706,1:03 PM,320
1/8/2016,TRUE,703,81,12:03 PM,2785,60,1182,991,73,0,3,96,40,86,712,10:07 AM,337
1/9/2016,FALSE,704,38,1:56 AM,3341,73,873,1147,25,0,2,3,31,109,909,7:25 AM,857
1/10/2016,TRUE,705,75,1:27 AM,9146,58,700,567,20,0,64,29,40,25,657,9:00 AM,1137
1/11/2016,FALSE,706,80,9:12 PM,9423,23,989,488,20,0,38,21,99,82,627,3:09 PM,565
1/12/2016,FALSE,707,41,7:46 PM,9156,16,768,587,120,0,31,12,73,8,54,10:35 PM,67
1/13/2016,TRUE,708,97,3:41 PM,2968,9,228,1115,13,0,21,37,45,60,1179,3:11 AM,966
1/14/2016,FALSE,709,78,10:37 PM,8929,6,614,352,34,0,38,71,61,79,919,2:06 PM,647
1/15/2016,TRUE,710,59,10:14 PM,3839,57,1189,310,24,0,28,71,77,89,792,11:29 PM,723
1/16/2016,TRUE,711,16,3:47 PM,5550,37,646,872,6,0,57,7,116,107,1001,5:22 PM,737
1/17/2016,FALSE,712,7,4:22 PM,5386,6,913,1116,95,0,98,27,110,13,57,3:28 PM,1045
1/18/2016,FALSE,713,92,11:31 AM,5664,78,673,955,99,0,114,9,114,97,5,11:48 PM,586
1/19/2016,TRUE,714,24,9:33 AM,6989,42,750,896,102,0,108,118,118,21,516,5:49 PM,301
1/20/2016,FALSE,715,31,3:17 AM,6735,52,478,956,61,0,116,40,94,87,697,9:42 PM,898
1/21/2016,TRUE,716,71,6:56 PM,4945,42,8,238,21,0,89,80,14,29,145,11:29 PM,284
1/22/2016,FALSE,717,27,4:40 PM,1724,104,541,1035,39,0,109,55,71,50,981,1:34 PM,431
1/23/2016,FALSE,718,81,9:02 AM,3085,7,420,197,13,0,47,101,90,9,648,11:52 PM,718
1/24/2016,TRUE,719,88,5:26 AM,8973,77,423,686,50,0,3,11,12,34,488,9:09 PM,829
1/25/2016,TRUE,720,14,11:45 PM,6917,39,361,717,58,0,18,61,10,74,389,8:48 PM,1061
1/26/2016,FALSE,721,52,4:05 AM,5034,13,753,23,46,0,90,63,51,24,40,4:18 PM,1092
1/27/2016,FALSE,722,49,7:25 PM,3632,65,502,528,30,0,8,49,15,90,1157,8:47 AM,1034
1/28/2016,TRUE,723,86,9:46 PM,7864,111,1191,568,115,0,74,40,101,82,568,3:07 AM,862
1/29/2016,TRUE,724,7,3:55 PM,2968,33,868,827,40,0,71,3,68,31,200,3:12 PM,623
1/30/2016,FALSE,725,21,4:49 AM,5639,41,997,462,78,0,107,94,116,32,735,2:34 AM,299
1/31/2016,TRUE,726,20,9:59 AM,7643,2,470,845,36,0,63,18,106,13,416,3:23 AM,230
2/1/2016,FALSE,727,9,3:04 PM,2661,32,475,754,18,0,38,31,67,12,948,4:42 AM,530
2/2/2016,TRUE,728,93,9:39 PM,3673,84,581,592,69,0,62,76,76,49,1043,1:39 PM,269
2/3/2016,TRUE,729,60,6:21 AM,5968,3,286,713,100,0,58,31,0,15,227,7:51 AM,664
2/4/2016,FALSE,730,96,11:02 AM,1454,16,378,1024,92,0,38,19,77,25,917,9:30 AM,55
2/5/2016,TRUE,731,8,12:07 AM,8959,88,761,381,54,0,27,50,70,63,557,2:28 PM,371
2/6/2016,FALSE,732,60,7:57 PM,1494,77,783,749,32,0,83,111,41,48,539,9:51 PM,227
2/7/2016,FALSE,733,55,1:23 AM,6548,49,437,118,29,0,75,60,25,10,146,6:34 PM,760
2/8/2016,FALSE,734,86,12:43 PM,2587,93,845,408,74,0,19,5,71,97,590,12:20 AM,769
2/9/2016,TRUE,735,94,6:50 AM,6529,68,121,964,92,0,29,67,10,95,364,1:11 PM,534
2/10/2016,FALSE,736,62,4:17 PM,4087,75,21,875,116,0,66,18,42,97,614,9:56 AM,4
2/11/2016,FALSE,737,49,7:59 PM,4436,10,874,714,15,0,97,62,20,51,1043,5:40 AM,1179
2/12/2016,FALSE,738,62,7:37 AM,4570,5,899,204,14,0,13,93,54,36,1104,6:34 AM,245
2/13/2016,TRUE,739,88,9:29 PM,4064,88,467,818,118,0,40,26,99,11,701,6:34 PM,371
2/14/2016,TRUE,740,68,3:13 PM,2155,63,840,331,4,0,120,82,40,31,320,11:03 AM,1143
2/15/2016,TRUE,741,74,10:45 AM,5850,71,1168,752,20,0,49,102,80,113,1031,12:02 PM,717
2/16/2016,FALSE,742,61,3:41 PM,4869,77,1121,492,117,0,37,33,20,79,637,3:07 AM,532
2/17/2016,FALSE,743,31,4:28 AM,6308,81,376,389,43,0,11,101,23,67,172,7:54 AM,314
2/18/2016,FALSE,744,43,5:43 AM,9657,43,921,447,83,0,53,20,54,19,771,5:17 AM,103
2/19/2016,FALSE,745,88,8:57 PM,3042,94,1036,176,96,0,72,106,89,7,681,12:45 PM,1160
2/20/2016,TRUE,746,51,1:38 AM,2488,99,1061,335,87,0,49,79,78,22,614,9:20 AM,873
